Desi/KG,Aras,DHL eCommerce,Kolay Gelsin,PTT,Sürat,TEX,Yurtiçi,Borusan,CEVA,Horoz
247,2144.91,5830.82,4607.74,,2571.71,,2592.96,3247.71,2955.80,2781.48
248,2153.47,5855.81,4627.73,,2582.25,,2603.25,3260.85,2967.79,2792.73
249,2162.04,5880.80,4647.73,,2592.79,,2613.55,3274.01,2979.77,2804.00
250,2170.61,5905.79,4667.73,,2603.33,,2623.84,3287.15,2991.76,2815.26
251,2179.17,5930.78,4687.73,,2613.88,,2634.14,3300.30,3003.75,2826.52
252,2187.74,5955.77,4707.73,,2624.42,,2644.44,3313.45,3015.74,2837.78
253,2196.31,5980.76,4727.73,,2634.96,,2654.73,3326.60,3027.73,2849.04
254,2204.87,6005.75,4747.73,,2645.50,,2665.03,3339.75,3039.72,2860.30
255,2213.44,6030.74,4767.73,,2656.04,,2675.33,3352.90,3051.71,2871.57
256,2222.01,6055.73,4787.73,,2666.59,,2685.62,3366.05,3063.70,2882.82
257,2230.57,6080.72,4807.73,,2677.13,,2695.92,3379.19,3075.69,2894.09
258,2239.14,6105.71,4827.73,,2687.67,,2706.22,3392.35,3087.68,2905.34
259,2247.71,6130.70,4847.73,,2698.21,,2716.51,3405.49,3099.67,2916.61
260,2256.28,6155.69,4867.73,,2708.75,,2726.81,3418.64,3111.66,2927.87
261,2264.84,6180.68,4887.72,,2719.30,,2737.11,3431.79,3123.65,2939.13
262,2273.41,6205.67,4907.72,,2729.84,,2747.40,3444.94,3135.64,2950.39
263,2281.98,6230.66,4927.72,,2740.38,,2757.70,3458.08,3147.63,2961.65
264,2290.54,6255.65,4947.72,,2750.92,,2767.99,3471.23,3159.62,2972.91
265,2299.11,6280.64,4967.72,,2761.46,,2778.29,3484.39,3171.61,2984.18
266,2307.68,6305.63,4987.72,,2772.01,,2788.59,3497.53,3183.60,2995.43
267,2316.24,6330.62,5007.72,,2782.55,,2798.88,3510.68,3195.59,3006.70
268,2324.81,6355.61,5027.72,,2793.09,,2809.18,3523.83,3207.58,3017.95
269,2333.38,6380.60,5047.72,,2803.63,,2819.48,3536.98,3219.57,3029.22
270,2341.94,6405.59,5067.72,,2814.17,,2829.77,3550.12,3231.56,3040.48
271,2350.51,6430.58,5087.72,,2824.72,,2840.07,3563.28,3243.55,3051.74
272,2359.08,6455.57,5107.72,,2835.26,,2850.37,3576.42,3255.54,3063.00
273,2367.64,6480.56,5127.71,,2845.80,,2860.66,3589.57,3267.53,3074.26
274,2376.21,6505.55,5147.71,,2856.34,,2870.96,3602.72,3279.52,3085.52
275,2384.78,6530.54,5167.71,,2866.88,,2881.25,3615.87,3291.51,3096.79
276,2393.34,6555.53,5187.71,,2877.43,,2891.55,3629.01,3303.50,3108.04
277,2401.91,6580.52,5207.71,,2887.97,,2901.85,3642.17,3315.48,3119.31
278,2410.48,6605.51,5227.71,,2898.51,,2912.14,3655.32,3327.47,3130.56
279,2419.04,6630.50,5247.71,,2909.05,,2922.44,3668.46,3339.46,3141.83
280,2427.61,6655.49,5267.71,,2919.60,,2932.74,3681.62,3351.45,3153.09
281,2436.18,6680.48,5287.71,,2930.14,,2943.03,3694.76,3363.44,3164.35
282,2444.74,6705.47,5307.71,,2940.68,,2953.33,3707.91,3375.43,3175.61
283,2453.31,6730.46,5327.71,,2951.22,,2963.63,3721.06,3387.42,3186.88
284,2461.88,6755.45,5347.71,,2961.76,,2973.92,3734.21,3399.41,3198.13
285,2470.44,6780.44,5367.70,,2972.31,,2984.22,3747.35,3411.40,3209.40
286,2479.01,6805.43,5387.70,,2982.85,,2994.52,3760.51,3423.39,3220.65
287,2487.58,6830.42,5407.70,,2993.39,,3004.81,3773.65,3435.38,3231.92
288,2496.14,6855.41,5427.70,,3003.93,,3015.11,3786.80,3447.37,3243.18
289,2504.71,6880.40,5447.70,,3014.47,,3025.40,3799.95,3459.36,3254.44
290,2513.28,6905.39,5467.70,,3025.02,,3035.70,3813.10,3471.35,3265.70
291,2521.84,6930.38,5487.70,,3035.56,,3046.00,3826.25,3483.34,3276.96
292,2530.41,6955.37,5507.70,,3046.10,,3056.29,3839.39,3495.33,3288.22
293,2538.98,6980.36,5527.70,,3056.64,,3066.59,3852.55,3507.32,3299.49
294,2547.54,7005.35,5547.70,,3067.18,,3076.89,3865.69,3519.31,3310.74
295,2556.11,7030.34,5567.70,,3077.73,,3087.18,3878.84,3531.30,3322.01
296,2564.68,7055.33,5587.70,,3088.27,,3097.48,3891.99,3543.29,3333.26
297,2573.24,7080.32,5607.70,,3098.81,,3107.78,3905.14,3555.28,3344.53
298,2581.81,7105.31,5627.69,,3109.35,,3118.07,3918.28,3567.27,3355.79
299,2590.38,7130.30,5647.69,,3119.89,,3128.37,3931.44,3579.26,3367.05
300,2598.94,7155.29,5667.69,,3130.44,,3138.67,3944.58,3591.25,3378.31
301,2607.51,7180.28,5687.69,,3140.98,,3148.96,3957.73,3603.24,3389.57
302,2616.08,7205.27,5707.69,,3151.52,,3159.26,3970.89,3615.23,3400.83
303,2624.64,7230.26,5727.69,,3162.06,,3169.55,3984.03,3627.22,3412.10
304,2633.21,7255.25,5747.69,,3172.60,,3179.85,3997.18,3639.21,3423.35
305,2641.78,7280.24,5767.69,,3183.15,,3190.15,4010.33,3651.20,3434.62
306,2650.34,7305.23,5787.69,,3193.69,,3200.44,4023.48,3663.18,3445.87
307,2658.91,7330.22,5807.69,,3204.23,,3210.74,4036.62,3675.17,3457.14
308,2667.48,7355.21,5827.69,,3214.77,,3221.04,4049.78,3687.16,3468.40
309,2676.04,7380.20,5847.69,,3225.31,,3231.33,4062.92,3699.15,3479.66
310,2684.61,7405.19,5867.68,,3235.86,,3241.63,4076.07,3711.14,3490.92
311,2693.18,7430.18,5887.68,,3246.40,,3251.93,4089.22,3723.13,3502.18
312,2701.74,7455.17,5907.68,,3256.94,,3262.22,4102.37,3735.12,3513.44
313,2710.31,7480.16,5927.68,,3267.48,,3272.52,4115.52,3747.11,3524.71
314,2718.88,7505.15,5947.68,,3278.02,,3282.81,4128.66,3759.10,3535.96
315,2727.44,7530.14,5967.68,,3288.57,,3293.11,4141.82,3771.09,3547.23
316,2736.01,7555.13,5987.68,,3299.11,,3303.41,4154.96,3783.08,3558.48
317,2744.58,7580.12,6007.68,,3309.65,,3313.70,4168.11,3795.07,3569.75
318,2753.14,7605.11,6027.68,,3320.19,,3324.00,4181.26,3807.06,3581.01
319,2761.71,7630.10,6047.68,,3330.74,,3334.30,4194.41,3819.05,3592.27
320,2770.28,7655.09,6067.68,,3341.28,,3344.59,4207.55,3831.04,3603.53
321,2778.84,7680.08,6087.68,,3351.82,,3354.89,4220.71,3843.03,3614.79
322,2787.41,7705.07,6107.67,,3362.36,,3365.19,4233.85,3855.02,3626.05
323,2795.98,7730.06,6127.67,,3372.90,,3375.48,4247.00,3867.01,3637.32
324,2804.54,7755.05,6147.67,,3383.45,,3385.78,4260.15,3879.00,3648.57
325,2813.11,7780.04,6167.67,,3393.99,,3396.08,4273.30,3890.99,3659.84
326,2821.68,7805.03,6187.67,,3404.53,,3406.37,4286.45,3902.98,3671.09
327,2830.24,7830.02,6207.67,,3415.07,,3416.67,4299.60,3914.97,3682.36
328,2838.81,7855.01,6227.67,,3425.61,,3426.96,4312.75,3926.96,3693.62
329,2847.38,7880.00,6247.67,,3436.16,,3437.26,4325.89,3938.95,3704.88
330,2855.94,7904.99,6267.67,,3446.70,,3447.56,4339.05,3950.94,3716.14
331,2864.51,7929.98,6287.67,,3457.24,,3457.85,4352.19,3962.93,3727.40
332,2873.08,7954.97,6307.67,,3467.78,,3468.15,4365.34,3974.92,3738.66
333,2881.64,7979.96,6327.67,,3478.32,,3478.45,4378.49,3986.91,3749.93
334,2890.21,8004.95,6347.67,,3488.87,,3488.74,4391.64,3998.90,3761.18
335,2898.78,8029.94,6367.66,,3499.41,,3499.04,4404.78,4010.88,3772.45
336,2907.34,8054.93,6387.66,,3509.95,,3509.34,4417.94,4022.87,3783.70
337,2915.91,8079.92,6407.66,,3520.49,,3519.63,4431.09,4034.86,3794.97
338,2924.48,8104.91,6427.66,,3531.03,,3529.93,4444.23,4046.85,3806.23
339,2933.04,8129.90,6447.66,,3541.58,,3540.23,4457.38,4058.84,3817.49
340,2941.61,8154.89,6467.66,,3552.12,,3550.52,4470.53,4070.83,3828.75
341,2950.18,8179.88,6487.66,,3562.66,,3560.82,4483.68,4082.82,3840.01
342,2958.74,8204.87,6507.66,,3573.20,,3571.11,4496.82,4094.81,3851.27
343,2967.31,8229.86,6527.66,,3583.74,,3581.41,4509.98,4106.80,3862.54
344,2975.88,8254.85,6547.66,,3594.29,,3591.71,4523.12,4118.79,3873.79
345,2984.44,8279.84,6567.66,,3604.83,,3602.00,4536.27,4130.78,3885.06
346,2993.01,8304.83,6587.66,,3615.37,,3612.30,4549.42,4142.77,3896.31
347,3001.58,8329.82,6607.65,,3625.91,,3622.60,4562.57,4154.76,3907.58
348,3010.14,8354.81,6627.65,,3636.45,,3632.89,4575.71,4166.75,3918.84
349,3018.71,8379.80,6647.65,,3647.00,,3643.19,4588.87,4178.74,3930.10
350,3027.28,8404.79,6667.65,,3657.54,,3653.49,4602.02,4190.73,3941.36
351,3035.84,8429.78,6687.65,,3668.08,,3663.78,4615.16,4202.72,3952.62
352,3044.41,8454.77,6707.65,,3678.62,,3674.08,4628.32,4214.71,3963.88
353,3052.98,8479.76,6727.65,,3689.16,,3684.37,4641.46,4226.70,3975.15
354,3061.54,8504.75,6747.65,,3699.71,,3694.67,4654.61,4238.69,3986.40
355,3070.11,8529.74,6767.65,,3710.25,,3704.97,4667.76,4250.68,3997.67
356,3078.68,8554.73,6787.65,,3720.79,,3715.26,4680.91,4262.67,4008.92
357,3087.24,8579.72,6807.65,,3731.33,,3725.56,4694.05,4274.66,4020.19
358,3095.81,8604.71,6827.65,,3741.88,,3735.86,4707.21,4286.65,4031.45
359,3104.38,8629.70,6847.64,,3752.42,,3746.15,4720.35,4298.64,4042.71
360,3112.94,8654.69,6867.64,,3762.96,,3756.45,4733.50,4310.63,4053.97
361,3121.51,8679.68,6887.64,,3773.50,,3766.75,4746.66,4322.62,4065.24
362,3130.08,8704.67,6907.64,,3784.04,,3777.04,4759.80,4334.61,4076.49
363,3138.64,8729.66,6927.64,,3794.59,,3787.34,4772.95,4346.59,4087.76
364,3147.21,8754.65,6947.64,,3805.13,,3797.64,4786.09,4358.58,4099.01
365,3155.78,8779.64,6967.64,,3815.67,,3807.93,4799.25,4370.57,4110.28
366,3164.34,8804.63,6987.64,,3826.21,,3818.23,4812.39,4382.56,4121.54
367,3172.91,8829.62,7007.64,,3836.75,,3828.52,4825.54,4394.55,4132.80
368,3181.48,8854.61,7027.64,,3847.30,,3838.82,4838.69,4406.54,4144.06
369,3190.04,8879.60,7047.64,,3857.84,,3849.12,4851.84,4418.53,4155.32
370,3198.61,8904.59,7067.64,,3868.38,,3859.41,4864.98,4430.52,4166.58
371,3207.18,8929.58,7087.64,,3878.92,,3869.71,4878.14,4442.51,4177.85
372,3215.74,8954.57,7107.63,,3889.46,,3880.01,4891.28,4454.50,4189.10
373,3224.31,8979.56,7127.63,,3900.01,,3890.30,4904.43,4466.49,4200.37
374,3232.88,9004.55,7147.63,,3910.55,,3900.60,4917.59,4478.48,4211.62
375,3241.44,9029.54,7167.63,,3921.09,,3910.90,4930.73,4490.47,4222.89
376,3250.01,9054.53,7187.63,,3931.63,,3921.19,4943.88,4502.46,4234.15
377,3258.58,9079.52,7207.63,,3942.17,,3931.49,4957.03,4514.45,4245.41
378,3267.15,9104.51,7227.63,,3952.72,,3941.79,4970.18,4526.44,4256.67
379,3275.71,9129.50,7247.63,,3963.26,,3952.08,4983.32,4538.43,4267.93
380,3284.28,9154.49,7267.63,,3973.80,,3962.38,4996.48,4550.42,4279.19
381,3292.85,9179.48,7287.63,,3984.34,,3972.67,5009.62,4562.41,4290.46
382,3301.41,9204.47,7307.63,,3994.88,,3982.97,5022.77,4574.40,4301.71
383,3309.98,9229.46,7327.63,,4005.43,,3993.27,5035.92,4586.39,4312.98
384,3318.55,9254.45,7347.62,,4015.97,,4003.56,5049.07,4598.38,4324.23
385,3327.11,9279.44,7367.62,,4026.51,,4013.86,5062.22,4610.37,4335.50
386,3335.68,9304.43,7387.62,,4037.05,,4024.16,5075.37,4622.36,4346.76
387,3344.25,9329.42,7407.62,,4047.59,,4034.45,5088.52,4634.35,4358.02
388,3352.81,9354.41,7427.62,,4058.14,,4044.75,5101.66,4646.34,4369.28
389,3361.38,9379.40,7447.62,,4068.68,,4055.05,5114.81,4658.33,4380.54
390,3369.95,9404.39,7467.62,,4079.22,,4065.34,5127.96,4670.32,4391.80
391,3378.51,9429.38,7487.62,,4089.76,,4075.64,5141.11,4682.31,4403.07
392,3387.08,9454.37,7507.62,,4100.30,,4085.93,5154.25,4694.29,4414.32
393,3395.65,9479.36,7527.62,,4110.85,,4096.23,5167.41,4706.28,4425.59
394,3404.21,9504.35,7547.62,,4121.39,,4106.53,5180.55,4718.27,4436.84
395,3412.78,9529.34,7567.62,,4131.93,,4116.82,5193.70,4730.26,4448.11
396,3421.35,9554.33,7587.61,,4142.47,,4127.12,5206.85,4742.25,4459.37
397,3429.91,9579.32,7607.61,,4153.02,,4137.42,5220.00,4754.24,4470.63
398,3438.48,9604.31,7627.61,,4163.56,,4147.71,5233.15,4766.23,4481.89
399,3447.05,9629.30,7647.61,,4174.10,,4158.01,5246.30,4778.22,4493.15
400,3455.61,9654.29,7667.61,,4184.64,,4168.31,5259.45,4790.21,4504.41
401,3464.18,9679.28,7687.61,,4195.18,,4178.60,5272.59,4802.20,4515.68
402,3472.75,9704.27,7707.61,,4205.73,,4188.90,5285.75,4814.19,4526.93
403,3481.31,9729.26,7727.61,,4216.27,,4199.20,5298.89,4826.18,4538.20
404,3489.88,9754.25,7747.61,,4226.81,,4209.49,5312.04,4838.17,4549.45
405,3498.45,9779.24,7767.61,,4237.35,,4219.79,5325.19,4850.16,4560.72
406,3507.01,9804.23,7787.61,,4247.89,,4230.08,5338.34,4862.15,4571.98
407,3515.58,9829.22,7807.61,,4258.44,,4240.38,5351.48,4874.14,4583.24
408,3524.15,9854.21,7827.61,,4268.98,,4250.68,5364.64,4886.13,4594.50
409,3532.71,9879.20,7847.60,,4279.52,,4260.97,5377.79,4898.12,4605.76
410,3541.28,9904.19,7867.60,,4290.06,,4271.27,5390.93,4910.11,4617.02
411,3549.85,9929.18,7887.60,,4300.60,,4281.57,5404.09,4922.10,4628.29
412,3558.41,9954.17,7907.60,,4311.15,,4291.86,5417.23,4934.09,4639.54
413,3566.98,9979.16,7927.60,,4321.69,,4302.16,5430.38,4946.08,4650.81
414,3575.55,10004.15,7947.60,,4332.23,,4312.46,5443.52,4958.07,4662.06
415,3584.11,10029.14,7967.60,,4342.77,,4322.75,5456.68,4970.06,4673.33
416,3592.68,10054.13,7987.60,,4353.31,,4333.05,5469.82,4982.05,4684.59
417,3601.25,10079.12,8007.60,,4363.86,,4343.35,5482.97,4994.04,4695.85
418,3609.81,10104.11,8027.60,,4374.40,,4353.64,5496.12,5006.03,4707.11
419,3618.38,10129.10,8047.60,,4384.94,,4363.94,5509.27,5018.02,4718.37
420,3626.95,10154.09,8067.60,,4395.48,,4374.23,5522.41,5030.00,4729.63
421,3635.51,10179.08,8087.59,,4406.02,,4384.53,5535.57,5041.99,4740.90
422,3644.08,10204.07,8107.59,,4416.57,,4394.83,5548.72,5053.98,4752.15
423,3652.65,10229.06,8127.59,,4427.11,,4405.12,5561.86,5065.97,4763.42
424,3661.21,10254.05,8147.59,,4437.65,,4415.42,5575.02,5077.96,4774.67
425,3669.78,10279.04,8167.59,,4448.19,,4425.72,5588.16,5089.95,4785.94
426,3678.35,10304.03,8187.59,,4458.73,,4436.01,5601.31,5101.94,4797.20
427,3686.91,10329.02,8207.59,,4469.28,,4446.31,5614.46,5113.93,4808.46
428,3695.48,10354.01,8227.59,,4479.82,,4456.61,5627.61,5125.92,4819.72
429,3704.05,10379.00,8247.59,,4490.36,,4466.90,5640.75,5137.91,4830.98
430,3712.61,10403.99,8267.59,,4500.90,,4477.20,5653.91,5149.90,4842.24
431,3721.18,10428.98,8287.59,,4511.44,,4487.49,5667.05,5161.89,4853.51
432,3729.75,10453.97,8307.59,,4521.99,,4497.79,5680.20,5173.88,4864.76
433,3738.31,10478.96,8327.58,,4532.53,,4508.09,5693.36,5185.87,4876.03
434,3746.88,10503.95,8347.58,,4543.07,,4518.38,5706.50,5197.86,4887.28
435,3755.45,10528.94,8367.58,,4553.61,,4528.68,5719.65,5209.85,4898.55
436,3764.01,10553.93,8387.58,,4564.15,,4538.98,5732.80,5221.84,4909.81
437,3772.58,10578.92,8407.58,,4574.70,,4549.27,5745.95,5233.83,4921.07
438,3781.15,10603.91,8427.58,,4585.24,,4559.57,5759.09,5245.82,4932.33
439,3789.71,10628.90,8447.58,,4595.78,,4569.87,5772.24,5257.81,4943.60
440,3798.28,10653.89,8467.58,,4606.32,,4580.16,5785.39,5269.80,4954.85
441,3806.85,10678.88,8487.58,,4616.87,,4590.46,5798.54,5281.79,4966.12
442,3815.41,10703.87,8507.58,,4627.41,,4600.76,5811.68,5293.78,4977.37
443,3823.98,10728.86,8527.58,,4637.95,,4611.05,5824.84,5305.77,4988.64
444,3832.55,10753.85,8547.58,,4648.49,,4621.35,5837.98,5317.76,4999.90
445,3841.11,10778.84,8567.58,,4659.03,,4631.64,5851.13,5329.75,5011.16
446,3849.68,10803.83,8587.57,,4669.58,,4641.94,5864.29,5341.74,5022.42
447,3858.25,10828.82,8607.57,,4680.12,,4652.24,5877.43,5353.73,5033.68
448,3866.81,10853.81,8627.57,,4690.66,,4662.53,5890.58,5365.72,5044.94
449,3875.38,10878.80,8647.57,,4701.20,,4672.83,5903.73,5377.70,5056.21
450,3883.95,10903.79,8667.57,,4711.74,,4683.13,5916.88,5389.69,5067.46
451,3892.51,10928.78,8687.57,,4722.29,,4693.42,5930.02,5401.68,5078.73
452,3901.08,10953.77,8707.57,,4732.83,,4703.72,5943.18,5413.67,5089.98
453,3909.65,10978.76,8727.57,,4743.37,,4714.02,5956.32,5425.66,5101.25
454,3918.21,11003.75,8747.57,,4753.91,,4724.31,5969.47,5437.65,5112.51
455,3926.78,11028.74,8767.57,,4764.45,,4734.61,5982.62,5449.64,5123.77
456,3935.35,11053.73,8787.57,,4775.00,,4744.91,5995.77,5461.63,5135.03
457,3943.91,11078.72,8807.57,,4785.54,,4755.20,6008.92,5473.62,5146.29
458,3952.48,11103.71,8827.56,,4796.08,,4765.50,6022.07,5485.61,5157.55
459,3961.05,11128.70,8847.56,,4806.62,,4775.79,6035.22,5497.60,5168.82
460,3969.61,11153.69,8867.56,,4817.16,,4786.09,6048.36,5509.59,5180.07
461,3978.18,11178.68,8887.56,,4827.71,,4796.39,6061.52,5521.58,5191.34
462,3986.75,11203.67,8907.56,,4838.25,,4806.68,6074.66,5533.57,5202.59
463,3995.31,11228.66,8927.56,,4848.79,,4816.98,6087.81,5545.56,5213.86
464,4003.88,11253.65,8947.56,,4859.33,,4827.28,6100.95,5557.55,5225.12
465,4012.45,11278.64,8967.56,,4869.87,,4837.57,6114.11,5569.54,5236.38
466,4021.01,11303.63,8987.56,,4880.42,,4847.87,6127.25,5581.53,5247.64
467,4029.58,11328.62,9007.56,,4890.96,,4858.17,6140.40,5593.52,5258.90
468,4038.15,11353.61,9027.56,,4901.50,,4868.46,6153.55,5605.51,5270.16
469,4046.71,11378.60,9047.56,,4912.04,,4878.76,6166.70,5617.50,5281.43
470,4055.28,11403.59,9067.55,,4922.58,,4889.05,6179.85,5629.49,5292.68
471,4063.85,11428.58,9087.55,,4933.13,,4899.35,6193.00,5641.48,5303.95
472,4072.41,11453.57,9107.55,,4943.67,,4909.65,6206.15,5653.47,5315.20
473,4080.98,11478.56,9127.55,,4954.21,,4919.94,6219.29,5665.46,5326.47
474,4089.55,11503.55,9147.55,,4964.75,,4930.24,6232.45,5677.45,5337.73
475,4098.11,11528.54,9167.55,,4975.29,,4940.54,6245.59,5689.44,5348.99
476,4106.68,11553.53,9187.55,,4985.84,,4950.83,6258.74,5701.43,5360.25
477,4115.25,11578.52,9207.55,,4996.38,,4961.13,6271.89,5713.41,5371.51
478,4123.81,11603.51,9227.55,,5006.92,,4971.43,6285.04,5725.40,5382.77
479,4132.38,11628.50,9247.55,,5017.46,,4981.72,6298.18,5737.39,5394.04
480,4140.95,11653.49,9267.55,,5028.01,,4992.02,6311.34,5749.38,5405.29
481,4149.51,11678.48,9287.55,,5038.55,,5002.32,6324.49,5761.37,5416.56
482,4158.08,11703.47,9307.55,,5049.09,,5012.61,6337.63,5773.36,5427.81
483,4166.65,11728.46,9327.54,,5059.63,,5022.91,6350.79,5785.35,5439.08
484,4175.21,11753.45,9347.54,,5070.17,,5033.20,6363.93,5797.34,5450.34
485,4183.78,11778.44,9367.54,,5080.72,,5043.50,6377.08,5809.33,5461.60
486,4192.35,11803.43,9387.54,,5091.26,,5053.80,6390.23,5821.32,5472.86
487,4200.91,11828.42,9407.54,,5101.80,,5064.09,6403.38,5833.31,5484.12
488,4209.48,11853.41,9427.54,,5112.34,,5074.39,6416.52,5845.30,5495.38
489,4218.05,11878.40,9447.54,,5122.88,,5084.69,6429.67,5857.29,5506.65
490,4226.61,11903.39,9467.54,,5133.43,,5094.98,6442.82,5869.28,5517.90
491,4235.18,11928.38,9487.54,,5143.97,,5105.28,6455.97,5881.27,5529.17
492,4243.75,11953.37,9507.54,,5154.51,,5115.58,6469.11,5893.26,5540.42
493,4252.31,11978.36,9527.54,,5165.05,,5125.87,6482.27,5905.25,5551.69
494,4260.88,12003.35,9547.54,,5175.59,,5136.17,6495.42,5917.24,5562.95
495,4269.45,12028.34,9567.53,,5186.14,,5146.47,6508.56,5929.23,5574.21
496,4278.02,12053.33,9587.53,,5196.68,,5156.76,6521.72,5941.22,5585.47
497,4286.58,12078.32,9607.53,,5207.22,,5167.06,6534.86,5953.21,5596.73
498,4295.15,12103.31,9627.53,,5217.76,,5177.35,6548.01,5965.20,5607.99
499,4303.72,12128.30,9647.53,,5228.30,,5187.65,6561.16,5977.19,5619.26
500,4312.28,12153.29,9667.53,,5238.85,,5197.95,6574.31,5989.18,5630.51
